tick;adc
0;4
1;4
2;4
3;4
4;2
5;4
6;4
7;4
8;4
9;4
10;4
11;4
12;4
13;4
14;4
15;4
16;4
17;4
18;4
19;4
20;4
21;4
22;4
23;4
24;4
25;4
26;4
27;4
28;4
29;4
30;4
31;2
32;4
33;4
34;4
35;4
36;4
37;4
38;4
39;2
40;4
41;4
42;4
43;4
44;4
45;4
46;4
47;4
48;4
49;4
50;4
51;4
52;4
53;4
54;4
55;4
56;4
57;4
58;4
59;4
60;4
61;4
62;2
63;4
64;4
65;4
66;4
67;4
68;4
69;4
70;4
71;4
72;4
73;4
74;4
75;4
76;4
77;4
78;4
79;4
80;4
81;2
82;4
83;4
84;2
85;4
86;4
87;4
88;7
89;7
90;7
91;7
92;7
93;7
94;7
95;7
96;7
97;7
98;7
99;7
100;7
101;7
102;7
103;7
104;7
105;7
106;7
107;9
108;7
109;7
110;9
111;7
112;9
113;9
114;9
115;7
116;9
117;7
118;7
119;7
120;4
121;7
122;4
123;4
124;4
125;4
126;4
127;4
128;4
129;4
130;4
131;4
132;4
133;4
134;4
135;4
136;4
137;4
138;4
139;4
140;2
141;4
142;4
143;4
144;4
145;4
146;4
147;4
148;4
149;4
150;4
151;4
152;4
153;4
154;4
155;4
156;4
157;4
158;4
159;4
160;7
161;4
162;4
163;7
164;7
165;4
166;4
167;4
168;4
169;4
170;4
171;4
172;4
173;4
174;4
175;4
176;4
177;4
178;4
179;7
180;7
181;7
182;7
183;7
184;4
185;4
186;4
187;4
188;4
189;4
190;4
191;4
192;4
193;4
194;4
195;4
196;4
197;4
198;4
199;4
200;4
201;4
202;4
203;4
204;4
205;4
206;4
207;4
208;4
209;4
210;4
211;4
212;4
213;4
214;4
215;4
216;4
217;4
218;4
219;4
220;4
221;4
222;4
223;4
224;4
225;4
226;4
227;4
228;4
229;4
230;4
231;4
232;4
233;4
234;4
235;4
236;4
237;4
238;4
239;4
240;4
241;4
242;4
243;4
244;4
245;4
246;4
247;7
248;7
249;7
250;9
251;9
252;7
253;7
254;7
255;7
256;7
257;7
258;4
259;4
260;4
261;4
262;9
263;14
264;19
265;22
266;24
267;27
268;29
269;29
270;29
271;31
272;29
273;29
274;27
275;29
276;31
277;36
278;46
279;54
280;58
281;68
282;73
283;78
284;81
285;81
286;83
287;83
288;83
289;83
290;81
291;78
292;78
293;78
294;81
295;85
296;93
297;103
298;117
299;132
300;149
301;164
302;179
303;186
304;194
305;199
306;206
307;213
308;223
309;240
310;255
311;270
312;289
313;316
314;336
315;356
316;371
317;383
318;388
319;393
320;393
321;405
322;410
323;417
324;429
325;454
326;474
327;486
328;496
329;498
330;501
331;493
332;486
333;486
334;479
335;476
336;484
337;496
338;525
339;572
340;614
341;643
342;673
343;700
344;717
345;744
346;766
347;781
348;825
349;877
350;918
351;960
352;995
353;1019
354;1036
355;1041
356;1044
357;1039
358;1024
359;1017
360;1019
361;1017
362;1014
363;1000
364;982
365;987
366;1000
367;1019
368;1034
369;1044
370;1049
371;1044
372;1036
373;1031
374;1027
375;1017
376;1004
377;1004
378;995
379;987
380;970
381;955
382;958
383;985
384;1009
385;1017
386;1014
387;1007
388;995
389;982
390;980
391;1000
392;1022
393;1058
394;1078
395;1125
396;1167
397;1191
398;1226
399;1250
400;1270
401;1312
402;1334
403;1339
404;1336
405;1341
406;1366
407;1371
408;1385
409;1405
410;1412
411;1410
412;1402
413;1390
414;1371
415;1368
416;1358
417;1348
418;1339
419;1358
420;1358
421;1346
422;1334
423;1329
424;1316
425;1302
426;1302
427;1326
428;1368
429;1390
430;1400
431;1402
432;1405
433;1410
434;1427
435;1447
436;1454
437;1464
438;1474
439;1466
440;1454
441;1461
442;1474
443;1486
444;1491
445;1496
446;1543
447;1604
448;1665
449;1732
450;1778
451;1855
452;1884
453;1904
454;1914
455;1914
456;1909
457;1904
458;1914
459;1933
460;2004
461;2051
462;2105
463;2122
464;2127
465;2145
466;2199
467;2297
468;2403
469;2469
470;2555
471;2602
472;2611
473;2594
474;2567
475;2555
476;2575
477;2577
478;2555
479;2513
480;2479
481;2454
482;2442
483;2447
484;2444
485;2444
486;2422
487;2447
488;2459
489;2464
490;2471
491;2513
492;2523
493;2560
494;2592
495;2597
496;2562
497;2511
498;2474
499;2432
500;2393
501;2358
502;2321
503;2280
504;2285
505;2336
506;2385
507;2400
508;2469
509;2567
510;2606
511;2631
512;2629
513;2616
514;2582
515;2535
516;2481
517;2417
518;2346
519;2240
520;2213
521;2228
522;2228
523;2223
524;2221
525;2226
526;2240
527;2287
528;2329
529;2353
530;2348
531;2324
532;2292
533;2250
534;2186
535;2110
536;2031
537;1950
538;1857
539;1771
540;1690
541;1602
542;1523
543;1439
544;1361
545;1287
546;1248
547;1213
548;1186
549;1164
550;1142
551;1140
552;1149
553;1157
554;1176
555;1181
556;1176
557;1169
558;1144
559;1117
560;1076
561;1027
562;980
563;928
564;889
565;840
566;796
567;742
568;700
569;660
570;624
571;589
572;557
573;525
574;503
575;486
576;484
577;486
578;488
579;498
580;525
581;547
582;562
583;572
584;570
585;557
586;543
587;523
588;501
589;474
590;447
591;425
592;400
593;375
594;351
595;329
596;307
597;287
598;267
599;248
600;230
601;213
602;199
603;186
604;176
605;167
606;159
607;154
608;152
609;147
610;144
611;140
612;135
613;130
614;127
615;125
616;120
617;117
618;113
619;108
620;100
621;95
622;90
623;83
624;78
625;73
626;68
627;63
628;61
629;56
630;54
631;51
632;46
633;44
634;41
635;39
636;34
637;34
638;29
639;29
640;27
641;27
642;24
643;24
644;22
645;22
646;22
647;22
648;22
649;22
650;22
651;24
652;22
653;22
654;19
655;17
656;14
657;14
658;17
659;22
660;27
661;31
662;34
663;34
664;34
665;36
666;39
667;41
668;41
669;41
670;41
671;41
672;41
673;41
674;41
675;44
676;46
677;46
678;46
679;44
680;41
681;39
682;36
683;36
684;34
685;34
686;34
687;31
688;29
689;27
690;24
691;22
692;17
693;14
694;19
695;27
696;34
697;36
698;39
699;41
700;41
701;44
702;44
703;44
704;44
705;44
706;44
707;44
708;44
709;44
710;44
711;44
712;41
713;39
714;39
715;39
716;39
717;39
718;41
719;39
720;39
721;36
722;36
723;34
724;31
725;29
726;29
727;27
728;24
729;22
730;19
731;17
732;17
733;14
734;12
735;12
736;12
737;9
738;9
739;9
740;7
741;7
742;4
743;4
744;4
745;4
746;4
747;4
748;4
749;4
750;4
751;9
752;14
753;22
754;34
755;41
756;46
757;49
758;51
759;51
760;51
761;51
762;49
763;49
764;49
765;46
766;46
767;41
768;39
769;36
770;34
771;29
772;27
773;27
774;24
775;22
776;19
777;17
778;14
779;12
780;9
781;9
782;7
783;7
784;9
785;9
786;9
787;9
788;12
789;12
790;12
791;12
792;14
793;14
794;14
795;17
796;14
797;17
798;17
799;14
800;17
801;17
802;14
803;14
804;14
805;12
806;12
807;9
808;12
809;12
810;12
811;12
812;12
813;12
814;9
815;9
816;9
817;14
818;17
819;19
820;19
821;22
822;22
823;22
824;22
825;19
826;19
827;17
828;19
829;14
830;14
831;12
832;12
833;12
834;9
835;9
836;7
837;7
838;7
839;7
840;7
841;7
842;4
843;4
844;7
845;7
846;7
847;9
848;9
849;9
850;14
851;14
852;14
853;17
854;17
855;17
856;14
857;14
858;12
859;12
860;9
861;9
862;7
863;7
864;4
865;4
866;4
867;4
868;4
869;4
870;4
871;4
872;7
873;9
874;7
875;9
876;12
877;12
878;12
879;14
880;14
881;14
882;14
883;17
884;17
885;19
886;22
887;22
888;22
889;22
890;22
891;19
892;22
893;22
894;22
895;19
896;19
897;19
898;17
899;17
900;17
901;14
902;14
903;14
904;12
905;12
906;12
907;12
908;9
909;9
910;9
911;7
912;7
913;7
914;7
915;7
916;7
917;7
918;7
919;7
920;7
921;9
922;9
923;14
924;17
925;14
