tick;adc
0;22
1;19
2;17
3;17
4;17
5;17
6;14
7;14
8;14
9;14
10;14
11;14
12;17
13;17
14;17
15;17
16;17
17;17
18;17
19;17
20;17
21;19
22;19
23;22
24;22
25;22
26;22
27;22
28;19
29;19
30;19
31;19
32;22
33;22
34;22
35;22
36;22
37;22
38;24
39;24
40;24
41;24
42;22
43;24
44;24
45;22
46;22
47;22
48;19
49;19
50;17
51;17
52;17
53;19
54;19
55;17
56;19
57;17
58;19
59;19
60;19
61;19
62;22
63;22
64;22
65;22
66;22
67;22
68;24
69;24
70;24
71;24
72;24
73;24
74;24
75;24
76;24
77;24
78;24
79;24
80;24
81;27
82;27
83;27
84;27
85;27
86;27
87;24
88;24
89;22
90;22
91;22
92;22
93;22
94;24
95;24
96;24
97;24
98;24
99;24
100;24
101;24
102;24
103;24
104;24
105;24
106;24
107;24
108;22
109;22
110;22
111;22
112;22
113;19
114;19
115;22
116;22
117;19
118;22
119;19
120;22
121;22
122;22
123;22
124;24
125;24
126;24
127;24
128;24
129;24
130;27
131;27
132;27
133;29
134;29
135;29
136;29
137;29
138;27
139;27
140;24
141;24
142;22
143;19
144;17
145;17
146;17
147;17
148;17
149;17
150;19
151;19
152;19
153;22
154;24
155;22
156;22
157;24
158;24
159;24
160;22
161;22
162;24
163;22
164;22
165;22
166;22
167;22
168;22
169;22
170;22
171;22
172;22
173;22
174;22
175;22
176;24
177;24
178;24
179;24
180;24
181;24
182;24
183;24
184;22
185;22
186;22
187;19
188;19
189;19
190;19
191;19
192;19
193;19
194;19
195;19
196;19
197;19
198;22
199;22
200;22
201;22
202;19
203;19
204;19
205;19
206;17
207;17
208;19
209;19
210;17
211;17
212;17
213;19
214;19
215;17
216;17
217;17
218;19
219;19
220;19
221;22
222;22
223;22
224;22
225;24
226;24
227;24
228;24
229;27
230;27
231;27
232;27
233;29
234;29
235;29
236;29
237;31
238;31
239;31
240;31
241;34
242;34
243;31
244;34
245;34
246;34
247;31
248;31
249;31
250;31
251;31
252;34
253;36
254;36
255;36
256;36
257;34
258;34
259;31
260;31
261;31
262;29
263;29
264;29
265;29
266;29
267;27
268;24
269;24
270;24
271;22
272;22
273;22
274;22
275;22
276;22
277;22
278;19
279;22
280;19
281;22
282;22
283;22
284;24
285;22
286;24
287;29
288;27
289;29
290;29
291;31
292;31
293;36
294;41
295;44
296;46
297;54
298;61
299;68
300;71
301;73
302;73
303;73
304;73
305;71
306;71
307;66
308;61
309;58
310;56
311;54
312;51
313;51
314;49
315;46
316;44
317;41
318;41
319;44
320;46
321;54
322;58
323;61
324;61
325;61
326;61
327;63
328;58
329;58
330;56
331;58
332;66
333;71
334;76
335;78
336;85
337;90
338;93
339;95
340;98
341;100
342;98
343;95
344;93
345;90
346;85
347;81
348;78
349;76
350;73
351;73
352;73
353;73
354;78
355;85
356;95
357;103
358;110
359;115
360;117
361;117
362;115
363;117
364;117
365;115
366;115
367;115
368;113
369;108
370;105
371;100
372;90
373;88
374;83
375;81
376;78
377;76
378;73
379;71
380;71
381;66
382;71
383;81
384;95
385;108
386;125
387;130
388;135
389;135
390;135
391;132
392;127
393;122
394;117
395;113
396;108
397;110
398;110
399;110
400;110
401;108
402;110
403;110
404;113
405;113
406;113
407;110
408;113
409;115
410;117
411;122
412;127
413;135
414;142
415;144
416;147
417;147
418;147
419;147
420;144
421;142
422;140
423;137
424;135
425;132
426;130
427;130
428;135
429;140
430;162
431;174
432;181
433;194
434;199
435;203
436;211
437;226
438;253
439;265
440;282
441;289
442;294
443;309
444;321
445;336
446;346
447;348
448;356
449;368
450;380
451;398
452;437
453;471
454;508
455;523
456;530
457;538
458;540
459;547
460;572
461;592
462;611
463;631
464;641
465;648
466;653
467;658
468;670
469;675
470;680
471;690
472;695
473;695
474;697
475;707
476;729
477;749
478;754
479;749
480;754
481;754
482;751
483;742
484;746
485;754
486;761
487;761
488;766
489;771
490;771
491;766
492;764
493;764
494;756
495;754
496;778
497;793
498;810
499;825
500;830
501;828
502;823
503;818
504;823
505;825
506;842
507;862
508;882
509;894
510;906
511;953
512;995
513;1024
514;1063
515;1083
516;1100
517;1098
518;1130
519;1272
520;1329
521;1385
522;1432
523;1461
524;1493
525;1508
526;1525
527;1545
528;1574
529;1602
530;1673
531;1749
532;1808
533;1864
534;1899
535;1936
536;1955
537;1965
538;1973
539;1977
540;1975
541;1963
542;1950
543;1960
544;1990
545;2017
546;2029
547;2039
548;2039
549;2059
550;2100
551;2120
552;2125
553;2159
554;2253
555;2314
556;2356
557;2427
558;2508
559;2560
560;2584
561;2616
562;2611
563;2587
564;2557
565;2533
566;2543
567;2626
568;2695
569;2742
570;2769
571;2766
572;2742
573;2702
574;2665
575;2624
576;2587
577;2530
578;2484
579;2422
580;2361
581;2307
582;2294
583;2319
584;2400
585;2461
586;2486
587;2493
588;2528
589;2631
590;2697
591;2774
592;2786
593;2791
594;2766
595;2722
596;2658
597;2631
598;2616
599;2579
600;2520
601;2447
602;2366
603;2331
604;2366
605;2361
606;2346
607;2317
608;2267
609;2201
610;2120
611;2024
612;1963
613;1906
614;1840
615;1759
616;1665
617;1592
618;1533
619;1498
620;1474
621;1454
622;1420
623;1361
624;1314
625;1289
626;1260
627;1221
628;1181
629;1132
630;1081
631;1027
632;980
633;928
634;877
635;813
636;766
637;727
638;695
639;651
640;629
641;616
642;611
643;604
644;606
645;601
646;594
647;584
648;570
649;547
650;518
651;493
652;471
653;439
654;412
655;390
656;368
657;343
658;321
659;299
660;280
661;262
662;243
663;228
664;211
665;199
666;184
667;174
668;164
669;154
670;152
671;147
672;142
673;137
674;127
675;122
676;117
677;113
678;110
679;103
680;100
681;95
682;90
683;88
684;83
685;78
686;76
687;71
688;68
689;66
690;63
691;61
692;58
693;58
694;58
695;63
696;68
697;71
698;68
699;68
700;68
701;66
702;66
703;63
704;61
705;61
706;58
707;58
708;58
709;61
710;63
711;66
712;66
713;68
714;68
715;71
716;68
717;68
718;66
719;63
720;63
721;61
722;58
723;56
724;54
725;51
726;49
727;46
728;46
729;44
730;46
731;44
732;44
733;46
734;46
735;49
736;49
737;49
738;51
739;56
740;58
741;61
742;61
743;58
744;56
745;54
746;56
747;54
748;51
749;51
750;54
751;56
752;58
753;61
754;61
755;58
756;58
757;58
758;56
759;54
760;54
761;54
762;51
763;51
764;46
765;46
766;44
767;41
768;41
769;41
770;44
771;44
772;46
773;49
774;49
775;49
776;49
777;54
778;54
779;54
780;54
781;51
782;49
783;44
784;44
785;41
786;41
787;39
788;41
789;39
790;36
791;36
792;36
793;34
794;31
795;31
796;31
797;31
798;36
799;39
800;39
801;39
802;39
803;39
804;41
805;41
806;41
807;39
808;39
809;36
810;34
811;34
812;31
813;31
814;29
815;29
816;27
817;24
818;24
819;27
820;27
821;24
822;27
823;27
824;29
825;29
826;29
827;29
828;29
829;29
830;29
831;27
832;27
833;24
834;24
835;22
836;19
837;19
838;19
839;17
840;17
841;17
842;17
843;17
844;14
845;14
846;17
847;17
848;17
849;17
850;17
851;17
852;17
853;14
854;14
855;14
856;12
857;12
858;12
859;12
860;9
861;9
862;9
863;7
864;7
865;7
866;9
867;12
868;12
869;12
870;12
871;14
872;14
873;14
874;14
875;14
876;14
877;14
878;14
879;14
880;17
881;17
882;19
883;17
884;17
885;14
886;12
887;12
888;12
889;12
890;9
891;9
892;12
893;9
894;12
895;12
896;14
897;14
898;14
899;17
900;17
901;19
902;19
903;19
904;22
905;22
906;19
907;22
908;19
909;19
910;17
911;17
912;17
913;17
914;17
915;17
916;14
917;14
918;14
919;14
920;17
921;17
922;17
923;17
924;17
925;17
926;17
927;17
928;17
929;17
930;19
931;19
932;19
933;22
934;22
935;22
936;22
937;22
938;22
939;22
940;22
941;19
942;19
943;19
944;19
945;19
946;19
947;19
948;19
949;19
950;19
951;19
952;17
953;17
954;17
955;17
956;19
957;19
958;22
959;22
960;22
961;22
962;24
963;24
964;22
965;22
966;24
967;22
968;22
969;24
970;22
971;22
972;22
973;22
974;24
975;24
976;24
977;24
978;24
979;24
980;22
981;22
982;22
983;19
984;19
985;17
986;17
987;17
988;17
989;17
990;17
991;17
992;17
993;19
994;19
995;19
996;19
997;19
998;22
999;19
1000;19
1001;19
1002;17
1003;17
1004;17
1005;17
1006;17
1007;19
1008;17
1009;19
1010;19
1011;19
1012;19
1013;19
1014;19
1015;19
1016;17
1017;17
1018;17
1019;14
1020;14
1021;14
1022;14
1023;14
1024;17
1025;17
1026;17
1027;17
1028;17
1029;19
1030;19
1031;19
1032;19
1033;19
1034;19
1035;19
1036;17
1037;19
1038;17
1039;19
1040;17
1041;19
1042;19
1043;19
1044;19
1045;19
1046;19
1047;19
1048;19
1049;19
1050;19
1051;19
1052;19
1053;19
1054;19
1055;19
1056;22
1057;22
1058;19
1059;22
1060;22
1061;22
1062;22
1063;22
1064;22
1065;19
1066;22
1067;22
1068;22
1069;19
1070;19
1071;19
1072;17
1073;17
1074;17
1075;14
1076;17
1077;14
1078;14
1079;14
1080;14
1081;12
1082;14
1083;14
1084;14
1085;14
1086;17
1087;17
1088;17
1089;17
1090;17
1091;19
1092;17
1093;19
1094;19
1095;17
1096;17
1097;17
1098;17
1099;17
1100;17
1101;17
1102;14
1103;14
1104;14
1105;12
1106;14
1107;12
1108;14
1109;12
1110;14
1111;14
1112;14
1113;14
1114;14
1115;14
1116;14
1117;14
1118;14
1119;14
1120;17
1121;17
1122;17
1123;19
1124;19
1125;22
1126;22
1127;22
1128;22
1129;22
1130;22
1131;24
1132;24
1133;24
1134;24
1135;24
1136;24
1137;24
1138;22
1139;22
1140;24
1141;22
