tick;adc
0;100
1;100
2;100
3;95
4;110
5;115
6;103
7;100
8;95
9;113
10;108
11;110
12;100
13;98
14;85
15;110
16;108
17;108
18;103
19;90
20;103
21;98
22;103
23;100
24;115
25;115
26;103
27;103
28;103
29;110
30;117
31;108
32;95
33;113
34;113
35;113
36;115
37;115
38;93
39;98
40;105
41;120
42;93
43;105
44;110
45;117
46;108
47;103
48;110
49;93
50;110
51;115
52;100
53;113
54;120
55;100
56;110
57;122
58;105
59;110
60;117
61;108
62;108
63;105
64;105
65;117
66;122
67;105
68;115
69;103
70;117
71;108
72;120
73;115
74;105
75;122
76;115
77;100
78;105
79;117
80;108
81;115
82;93
83;95
84;103
85;100
86;117
87;108
88;98
89;85
90;81
91;93
92;95
93;90
94;103
95;85
96;98
97;108
98;103
99;93
100;103
101;103
102;117
103;105
104;108
105;85
106;103
107;105
108;103
109;103
110;90
111;98
112;105
113;108
114;100
115;93
116;95
117;100
118;122
119;100
120;100
121;100
122;90
123;108
124;95
125;108
126;115
127;93
128;108
129;98
130;83
131;108
132;120
133;115
134;103
135;78
136;93
137;105
138;115
139;122
140;100
141;88
142;103
143;110
144;98
145;110
146;120
147;132
148;110
149;120
150;108
151;110
152;105
153;105
154;132
155;110
156;100
157;117
158;125
159;108
160;105
161;110
162;100
163;120
164;93
165;85
166;98
167;98
168;105
169;110
170;85
171;105
172;108
173;113
174;100
175;85
176;103
177;83
178;103
179;100
180;100
181;103
182;108
183;110
184;100
185;93
186;98
187;88
188;113
189;93
190;105
191;85
192;103
193;105
194;98
195;98
196;83
197;100
198;103
199;100
200;95
201;103
202;85
203;88
204;98
205;103
206;95
207;93
208;93
209;105
210;110
211;100
212;117
213;120
214;117
215;95
216;81
217;85
218;105
219;93
220;100
221;95
222;85
223;103
224;100
225;98
226;103
227;103
228;98
229;103
230;98
231;88
232;110
233;93
234;98
235;105
236;103
237;117
238;113
239;98
240;108
241;113
242;90
243;98
244;95
245;103
246;93
247;98
248;95
249;105
250;110
251;93
252;103
253;100
254;83
255;110
256;95
257;110
258;83
259;93
260;103
261;100
262;103
263;100
264;83
265;88
266;98
267;100
268;93
269;98
270;93
271;98
272;110
273;98
274;93
275;103
276;90
277;98
278;100
279;83
280;105
281;117
282;117
283;113
284;100
285;98
286;113
287;117
288;115
289;105
290;100
291;98
292;115
293;105
294;88
295;95
296;83
297;95
298;108
299;85
300;83
301;88
302;83
303;78
304;100
305;93
306;83
307;110
308;105
309;100
310;98
311;90
312;95
313;83
314;103
315;93
316;81
317;93
318;93
319;100
320;88
321;88
322;100
323;81
324;100
325;93
326;78
327;93
328;90
329;95
330;88
331;83
332;81
333;90
334;95
335;88
336;93
337;83
338;83
339;90
340;103
341;98
342;93
343;95
344;93
345;88
346;88
347;85
348;90
349;81
350;98
351;95
352;83
353;88
354;83
355;95
356;83
357;81
358;85
359;71
360;93
361;93
362;83
363;73
364;66
365;83
366;76
367;90
368;88
369;83
370;73
371;78
372;95
373;78
374;90
375;85
376;95
377;93
378;90
379;78
380;90
381;93
382;90
383;85
384;90
385;78
386;88
387;88
388;81
389;85
390;66
391;81
392;81
393;76
394;88
395;83
396;83
397;66
398;78
399;83
400;63
401;66
402;85
403;78
404;88
405;83
406;73
407;71
408;81
409;95
410;88
411;95
412;83
413;63
414;73
415;81
416;78
417;73
418;78
419;76
420;83
421;81
422;78
423;71
424;66
425;61
426;63
427;68
428;71
429;68
430;76
431;81
432;78
433;78
434;88
435;78
436;81
437;71
438;90
439;88
440;85
441;90
442;83
443;90
444;85
445;81
446;85
447;83
448;76
449;83
450;71
451;76
452;81
453;78
454;95
455;103
456;98
457;100
458;90
459;100
460;98
461;95
462;105
463;103
464;120
465;125
466;130
467;142
468;130
469;140
470;132
471;132
472;135
473;137
474;125
475;142
476;135
477;127
478;135
479;110
480;113
481;130
482;125
483;127
484;117
485;122
486;117
487;120
488;144
489;117
490;135
491;144
492;157
493;149
494;140
495;147
496;149
497;154
498;159
499;144
500;154
501;130
502;144
503;140
504;154
505;140
506;137
507;147
508;137
509;149
510;164
511;162
512;191
513;179
514;191
515;203
516;199
517;211
518;228
519;280
520;326
521;358
522;393
523;415
524;437
525;466
526;474
527;491
528;496
529;491
530;523
531;552
532;589
533;631
534;656
535;683
536;715
537;761
538;801
539;837
540;864
541;914
542;948
543;977
544;985
545;990
546;992
547;1002
548;1017
549;1044
550;1078
551;1095
552;1083
553;1108
554;1103
555;1125
556;1115
557;1117
558;1127
559;1181
560;1201
561;1221
562;1230
563;1248
564;1272
565;1319
566;1385
567;1469
568;1530
569;1567
570;1584
571;1619
572;1621
573;1631
574;1643
575;1641
576;1624
577;1577
578;1545
579;1520
580;1471
581;1402
582;1339
583;1265
584;1216
585;1135
586;1081
587;1014
588;960
589;899
590;867
591;818
592;773
593;724
594;685
595;656
596;626
597;582
598;552
599;511
600;486
601;454
602;434
603;405
604;383
605;366
606;351
607;336
608;331
609;294
610;275
611;262
612;255
613;250
614;228
615;218
616;216
617;199
618;196
619;194
620;176
621;164
622;171
623;157
624;137
625;154
626;125
627;140
628;140
629;125
630;137
631;120
632;127
633;117
634;115
635;95
636;95
637;113
638;115
639;110
640;98
641;93
642;98
643;108
644;98
645;95
646;93
647;93
648;100
649;110
650;100
651;98
652;88
653;93
654;110
655;110
656;98
657;105
658;95
659;95
660;98
661;95
662;88
663;88
664;83
665;88
666;100
667;83
668;83
669;88
670;100
671;95
672;71
673;81
674;93
675;98
676;108
677;100
678;93
679;90
680;100
681;103
682;88
683;90
684;83
685;100
686;78
687;88
688;93
689;83
690;98
691;98
692;95
693;83
694;98
695;93
696;103
697;93
698;78
699;93
700;90
701;95
702;98
703;93
704;98
705;88
706;110
707;76
708;90
709;88
710;78
711;90
712;93
713;100
714;90
715;103
716;83
717;103
718;95
719;85
720;90
721;90
722;90
723;100
724;85
725;78
726;93
727;100
728;88
729;73
730;85
731;90
732;83
733;100
734;93
735;90
