tick;adc
0;12
1;12
2;14
3;14
4;14
5;14
6;14
7;14
8;14
9;14
10;14
11;14
12;14
13;14
14;14
15;17
16;17
17;17
18;19
19;19
20;22
21;22
22;22
23;24
24;27
25;27
26;27
27;27
28;27
29;24
30;24
31;24
32;22
33;22
34;22
35;22
36;19
37;19
38;19
39;17
40;17
41;17
42;17
43;17
44;17
45;17
46;17
47;17
48;19
49;19
50;19
51;19
52;19
53;19
54;19
55;19
56;19
57;19
58;19
59;19
60;17
61;17
62;17
63;14
64;14
65;14
66;14
67;12
68;12
69;9
70;9
71;9
72;9
73;12
74;12
75;12
76;12
77;14
78;14
79;14
80;14
81;17
82;17
83;17
84;17
85;17
86;17
87;17
88;17
89;17
90;19
91;17
92;19
93;17
94;19
95;19
96;19
97;19
98;22
99;19
100;22
101;24
102;24
103;27
104;29
105;29
106;29
107;29
108;29
109;29
110;31
111;29
112;29
113;27
114;27
115;27
116;24
117;24
118;24
119;24
120;22
121;22
122;22
123;22
124;22
125;22
126;19
127;19
128;17
129;17
130;17
131;19
132;19
133;19
134;19
135;19
136;19
137;19
138;19
139;22
140;22
141;24
142;29
143;34
144;36
145;39
146;41
147;41
148;41
149;41
150;39
151;39
152;36
153;36
154;36
155;36
156;36
157;41
158;46
159;51
160;54
161;56
162;56
163;58
164;61
165;61
166;61
167;61
168;61
169;61
170;61
171;63
172;66
173;68
174;68
175;68
176;71
177;76
178;90
179;103
180;113
181;120
182;122
183;122
184;120
185;117
186;113
187;113
188;108
189;105
190;100
191;98
192;95
193;98
194;98
195;98
196;95
197;98
198;105
199;113
200;120
201;122
202;125
203;125
204;125
205;125
206;122
207;120
208;117
209;115
210;115
211;113
212;110
213;108
214;105
215;108
216;108
217;103
218;103
219;100
220;95
221;93
222;88
223;85
224;85
225;83
226;83
227;83
228;81
229;81
230;78
231;76
232;76
233;76
234;76
235;76
236;73
237;68
238;66
239;61
240;58
241;58
242;58
243;61
244;61
245;61
246;61
247;58
248;58
249;58
250;61
251;63
252;68
253;71
254;73
255;83
256;85
257;93
258;95
259;98
260;108
261;117
262;122
263;127
264;135
265;135
266;140
267;142
268;149
269;152
270;164
271;174
272;186
273;206
274;218
275;243
276;267
277;285
278;297
279;302
280;302
281;297
282;292
283;282
284;272
285;265
286;265
287;282
288;336
289;390
290;432
291;469
292;488
293;503
294;520
295;533
296;538
297;533
298;523
299;506
300;493
301;474
302;454
303;437
304;420
305;405
306;395
307;388
308;383
309;393
310;417
311;444
312;457
313;461
314;471
315;479
316;486
317;498
318;498
319;493
320;491
321;491
322;484
323;486
324;496
325;518
326;535
327;538
328;530
329;520
330;513
331;513
332;518
333;513
334;508
335;523
336;538
337;560
338;579
339;604
340;619
341;631
342;636
343;631
344;621
345;601
346;584
347;567
348;550
349;538
350;530
351;520
352;508
353;493
354;481
355;484
356;501
357;508
358;515
359;513
360;511
361;503
362;498
363;493
364;484
365;474
366;459
367;442
368;422
369;402
370;383
371;366
372;351
373;331
374;312
375;294
376;275
377;255
378;245
379;235
380;221
381;208
382;201
383;199
384;201
385;208
386;216
387;218
388;233
389;245
390;255
391;262
392;265
393;262
394;260
395;255
396;248
397;240
398;238
399;233
400;228
401;223
402;216
403;208
404;201
405;194
406;186
407;179
408;169
409;162
410;152
411;144
412;137
413;135
414;130
415;122
416;115
417;115
418;113
419;115
420;117
421;113
422;110
423;108
424;103
425;98
426;95
427;90
428;85
429;83
430;78
431;73
432;71
433;68
434;66
435;63
436;61
437;58
438;56
439;54
440;54
441;51
442;49
443;49
444;49
445;49
446;49
447;54
448;54
449;56
450;56
451;58
452;61
453;61
454;58
455;61
456;58
457;58
458;56
459;54
460;54
461;51
462;49
463;49
464;46
465;46
466;46
467;44
468;41
469;41
470;39
471;39
472;36
473;34
474;34
475;34
476;34
477;34
478;36
479;39
480;41
481;44
482;41
483;44
484;46
485;49
486;46
487;46
488;44
489;41
490;41
491;39
492;39
493;36
494;36
495;34
496;36
497;36
498;34
499;34
500;34
501;34
502;34
503;36
504;36
505;39
506;39
507;41
508;41
509;41
510;41
511;41
512;41
513;41
514;39
515;36
516;34
517;31
518;31
519;27
520;24
521;22
522;22
523;24
524;22
525;22
526;22
527;22
528;22
529;22
530;22
531;24
532;27
533;27
534;27
535;29
536;27
537;24
538;24
539;24
540;24
541;24
542;24
543;22
544;22
545;22
546;22
547;19
548;19
549;19
550;17
551;14
552;14
553;14
554;14
555;14
556;14
557;14
558;14
559;14
560;12
561;14
562;14
563;14
564;14
565;14
566;14
567;17
568;14
569;17
570;17
571;14
572;14
573;14
574;17
575;14
576;17
577;17
578;19
579;19
580;19
581;17
582;17
583;17
584;19
585;19
586;19
587;22
588;19
589;19
590;19
591;19
592;19
593;19
594;19
595;19
596;19
597;19
598;19
599;17
600;14
601;14
602;12
603;14
604;14
605;14
606;14
607;14
608;14
609;14
610;14
611;12
612;12
613;14
614;12
615;9
616;9
617;9
618;9
619;9
620;9
