tick;adc
0;4
1;4
2;4
3;2
4;4
5;2
6;4
7;4
8;4
9;4
10;2
11;4
12;2
13;4
14;4
15;2
16;4
17;4
18;4
19;4
20;4
21;4
22;4
23;4
24;4
25;4
26;4
27;4
28;4
29;4
30;4
31;7
32;7
33;9
34;7
35;7
36;7
37;4
38;4
39;7
40;7
41;7
42;4
43;7
44;7
45;4
46;4
47;4
48;4
49;4
50;4
51;2
52;4
53;4
54;4
55;4
56;4
57;2
58;4
59;4
60;4
61;4
62;4
63;4
64;4
65;4
66;4
67;4
68;2
69;4
70;4
71;4
72;4
73;4
74;4
75;4
76;4
77;4
78;7
79;7
80;7
81;7
82;7
83;4
84;4
85;4
86;4
87;4
88;4
89;4
90;2
91;4
92;4
93;4
94;4
95;2
96;4
97;4
98;2
99;4
100;2
101;4
102;4
103;4
104;4
105;4
106;4
107;4
108;2
109;4
110;2
111;4
112;2
113;2
114;2
115;4
116;2
117;4
118;4
119;7
120;4
121;4
122;4
123;2
124;4
125;4
126;4
127;4
128;2
129;4
130;4
131;4
132;4
133;4
134;4
135;7
136;7
137;4
138;7
139;4
140;7
141;12
142;19
143;29
144;34
145;41
146;46
147;51
148;61
149;78
150;90
151;103
152;108
153;113
154;115
155;115
156;113
157;113
158;120
159;130
160;140
161;152
162;164
163;179
164;196
165;206
166;221
167;240
168;267
169;304
170;339
171;375
172;420
173;447
174;491
175;530
176;562
177;599
178;626
179;687
180;776
181;832
182;896
183;955
184;1036
185;1122
186;1262
187;1417
188;1616
189;1842
190;2004
191;2122
192;2228
193;2373
194;2466
195;2587
196;2729
197;2899
198;3002
199;3110
200;3240
201;3339
202;3417
203;3491
204;3624
205;3695
206;3774
207;3828
208;3828
209;3830
210;3830
211;3825
212;3828
213;3828
214;3828
215;3828
216;3833
217;3828
218;3830
219;3833
220;3818
221;3828
222;3830
223;3833
224;3830
225;3818
226;3830
227;3825
228;3828
229;3825
230;3823
231;3828
232;3825
233;3830
234;3828
235;3815
236;3828
237;3828
238;3830
239;3830
240;3830
241;3833
242;3833
243;3828
244;3825
245;3830
246;3825
247;3825
248;3825
249;3830
250;3828
251;3828
252;3830
253;3833
254;3828
255;3830
256;3833
257;3828
258;3833
259;3828
260;3825
261;3830
262;3828
263;3830
264;3830
265;3833
266;3808
267;3771
268;3769
269;3825
270;3828
271;3796
272;3742
273;3685
274;3626
275;3579
276;3496
277;3417
278;3353
279;3314
280;3317
281;3326
282;3434
283;3636
284;3813
285;3830
286;3830
287;3830
288;3830
289;3830
290;3833
291;3830
292;3818
293;3810
294;3828
295;3828
296;3830
297;3828
298;3830
299;3825
300;3828
301;3830
302;3833
303;3830
304;3828
305;3830
306;3833
307;3830
308;3825
309;3825
310;3828
311;3830
312;3828
313;3828
314;3823
315;3830
316;3833
317;3830
318;3828
319;3833
320;3830
321;3830
322;3830
323;3825
324;3828
325;3825
326;3823
327;3828
328;3830
329;3833
330;3830
331;3830
332;3830
333;3830
334;3828
335;3825
336;3818
337;3828
338;3828
339;3818
340;3830
341;3823
342;3830
343;3833
344;3830
345;3828
346;3825
347;3828
348;3830
349;3828
350;3828
351;3830
352;3825
353;3830
354;3828
355;3833
356;3828
357;3830
358;3830
359;3833
360;3825
361;3830
362;3828
363;3815
364;3823
365;3830
366;3830
367;3828
368;3833
369;3833
370;3830
371;3830
372;3825
373;3828
374;3830
375;3830
376;3830
377;3825
378;3830
379;3830
380;3830
381;3818
382;3828
383;3830
384;3830
385;3830
386;3830
387;3798
388;3756
389;3683
390;3609
391;3508
392;3398
393;3272
394;3127
395;2982
396;2825
397;2680
398;2543
399;2410
400;2258
401;2132
402;2002
403;1889
404;1773
405;1663
406;1572
407;1479
408;1398
409;1312
410;1228
411;1152
412;1083
413;1017
414;950
415;894
416;842
417;783
418;732
419;678
420;631
421;587
422;545
423;508
424;471
425;439
426;407
427;378
428;348
429;321
430;297
431;277
432;257
433;238
434;221
435;206
436;194
437;179
438;164
439;149
440;137
441;127
442;117
443;110
444;103
445;98
446;90
447;83
448;78
449;76
450;71
451;68
452;63
453;61
454;56
455;54
456;49
457;44
458;41
459;39
460;39
461;36
462;34
463;34
464;34
465;34
466;34
467;31
468;29
469;29
470;27
471;27
472;24
473;24
474;22
475;22
476;19
477;19
478;17
479;14
480;14
481;12
482;12
483;9
484;9
