tick;adc
0;12
1;14
2;14
3;14
4;14
5;14
6;17
7;17
8;17
9;17
10;17
11;17
12;17
13;14
14;17
15;14
16;14
17;14
18;14
19;14
20;14
21;12
22;12
23;12
24;12
25;9
26;9
27;9
28;9
29;9
30;9
31;9
32;12
33;12
34;12
35;12
36;14
37;14
38;14
39;17
40;17
41;17
42;17
43;17
44;17
45;17
46;17
47;17
48;17
49;17
50;19
51;19
52;19
53;17
54;17
55;17
56;17
57;17
58;17
59;17
60;14
61;14
62;12
63;12
64;12
65;9
66;12
67;12
68;12
69;12
70;12
71;14
72;12
73;12
74;14
75;14
76;12
77;12
78;14
79;14
80;14
81;14
82;14
83;17
84;17
85;14
86;17
87;14
88;17
89;14
90;14
91;14
92;14
93;14
94;14
95;14
96;17
97;17
98;17
99;19
100;19
101;19
102;19
103;19
104;19
105;19
106;19
107;17
108;19
109;19
110;19
111;19
112;19
113;19
114;19
115;19
116;19
117;19
118;17
119;17
120;17
121;17
122;17
123;17
124;17
125;17
126;17
127;17
128;17
129;17
130;17
131;19
132;19
133;22
134;22
135;24
136;24
137;24
138;24
139;24
140;24
141;24
142;24
143;24
144;22
145;22
146;19
147;19
148;19
149;19
150;19
151;17
152;17
153;17
154;17
155;17
156;19
157;19
158;19
159;19
160;19
161;19
162;19
163;19
164;19
165;19
166;19
167;19
168;19
169;19
170;19
171;19
172;19
173;19
174;19
175;17
176;17
177;17
178;17
179;17
180;19
181;19
182;19
183;19
184;19
185;17
186;19
187;19
188;19
189;19
190;19
191;19
192;22
193;19
194;22
195;22
196;22
197;22
198;22
199;22
200;22
201;22
202;19
203;19
204;19
205;19
206;19
207;19
208;19
209;17
210;17
211;14
212;14
213;14
214;14
215;14
216;14
217;17
218;17
219;22
220;24
221;34
222;41
223;54
224;66
225;78
226;93
227;120
228;167
229;235
230;309
231;395
232;461
233;515
234;592
235;648
236;769
237;963
238;1186
239;1402
240;1663
241;1899
242;2095
243;2393
244;2626
245;2894
246;3172
247;3398
248;3611
249;3788
250;3830
251;3833
252;3830
253;3825
254;3833
255;3825
256;3825
257;3833
258;3828
259;3828
260;3830
261;3830
262;3830
263;3825
264;3830
265;3828
266;3823
267;3825
268;3828
269;3833
270;3825
271;3828
272;3830
273;3828
274;3815
275;3825
276;3830
277;3830
278;3830
279;3825
280;3828
281;3830
282;3825
283;3818
284;3833
285;3830
286;3828
287;3828
288;3825
289;3830
290;3830
291;3830
292;3828
293;3830
294;3830
295;3830
296;3830
297;3820
298;3820
299;3830
300;3830
301;3825
302;3825
303;3828
304;3830
305;3825
306;3828
307;3825
308;3830
309;3825
310;3825
311;3818
312;3828
313;3830
314;3833
315;3828
316;3825
317;3828
318;3828
319;3828
320;3828
321;3823
322;3828
323;3828
324;3833
325;3825
326;3828
327;3820
328;3825
329;3830
330;3830
331;3830
332;3830
333;3818
334;3828
335;3828
336;3828
337;3833
338;3830
339;3833
340;3825
341;3825
342;3830
343;3833
344;3823
345;3828
346;3828
347;3830
348;3830
349;3825
350;3830
351;3830
352;3820
353;3828
354;3830
355;3828
356;3830
357;3830
358;3825
359;3830
360;3828
361;3830
362;3830
363;3828
364;3830
365;3813
366;3788
367;3823
368;3825
369;3823
370;3825
371;3823
372;3830
373;3825
374;3828
375;3828
376;3825
377;3825
378;3828
379;3833
380;3828
381;3833
382;3833
383;3830
384;3823
385;3830
386;3830
387;3825
388;3781
389;3702
390;3641
391;3555
392;3457
393;3361
394;3218
395;3118
396;3009
397;2896
398;2771
399;2629
400;2496
401;2348
402;2216
403;2078
404;1953
405;1823
406;1710
407;1611
408;1523
409;1407
410;1314
411;1235
412;1164
413;1093
414;1002
415;928
416;859
417;801
418;746
419;697
420;663
421;633
422;606
423;577
424;540
425;508
426;479
427;447
428;417
429;388
430;363
431;343
432;316
433;297
434;280
435;265
436;253
437;233
438;218
439;213
440;216
441;226
442;233
443;235
444;233
445;230
446;223
447;218
448;211
449;203
450;194
451;184
452;176
453;164
454;157
455;147
456;137
457;130
458;125
459;120
460;115
461;108
462;103
463;98
464;93
465;88
466;83
467;78
468;78
469;85
470;93
471;98
472;105
473;108
474;108
475;105
476;105
477;103
478;100
479;98
480;95
481;93
482;90
483;85
484;81
485;76
486;71
487;66
488;63
489;58
490;54
491;49
492;49
493;46
494;51
495;58
496;63
497;68
498;73
499;76
500;81
501;81
502;81
503;78
504;76
505;73
506;68
507;66
508;63
509;61
510;61
511;58
512;56
513;54
514;51
515;49
516;44
517;41
518;41
519;39
520;36
521;36
522;34
523;34
524;34
525;34
526;31
527;31
528;31
529;31
530;29
531;29
532;27
533;27
534;24
535;24
536;24
537;22
538;22
539;24
540;22
541;22
542;24
543;22
544;22
545;22
546;19
547;22
548;19
549;22
550;19
551;22
552;19
553;19
554;22
555;22
556;22
557;22
558;19
559;19
560;22
561;22
562;22
563;22
564;22
565;22
566;22
567;22
568;22
569;22
